Serial Number,Deposits 2016
,180690.1623
310,328788.4952
311,327885.4442
312,170408.2635
313,-106046.1616
314,345390.1786
315,31053.05169
316,108440.9514
317,239151.2713
318,163126.9436
319,230519.7842
320,219679.9825
321,136220.3598
322,171743.9983
323,296996.2972
324,154822.0146
325,316662.1965
326,243053.2198
327,241777.897
328,10316.54537
329,189870.2302
330,159024.0458
331,411975.1247
332,314638.9583
333,257144.5052
,404158.2146
335,364582.8144
336,263435.1592
337,394171.5444
338,164663.3293
339,287341.3619
340,246121.0188
341,242412.6788
342,441857.7727
343,144024.8549
344,298752.7875
345,335190.4519
346,291477.3412
347,236088.5646
348,187490.5279
349,295152.5683
350,362432.2884
351,58406.60984
352,322927.4486
353,60502.83355
354,229003.1677
355,197606.1533
356,292628.8965
357,221956.3684
358,426710.7055
359,119463.9251
360,298910.7016
361,349235.9975
362,313643.3355
363,372499.7099
364,693605.7547
365,-427229.1326
366,-146346.4404
367,13665.0903
,47419.39452
,-18772.30228
,1354233.436
,307236.5765
,399314.8966
373,407472.957
,281876.6003
,357535.9537
,308205.2834
,405084.898
,436687.3457
,212204.809
380,436291.129
381,414815.9833
,408837.1135
,287130.5272
,490116.8884
,304634.4359
,308693.8006
,268154.4161
,313268.2152
,336204.24
,410277.5335
,288526.1899
,159420.9438
393,367074.9523
,201603.223
395,298504.303
396,337536.4209
,367113.2132
398,312772.0125
,458929.9433
400,309911.5282
401,292864.4968
402,239259.2217
403,304404.4361
404,281697.5395
,70170.14207
406,300659.6806
,57762.36205
408,217830.9292
,341258.8262
410,357286.6761
411,160425.1478
412,18907.17262
413,281739.1973
414,208296.5601
415,185594.8834
416,370949.0827
417,385741.563
418,339391.2411
419,168046.8948
420,228194.3969
421,326824.66
422,196409.1575
423,245899.2965
424,300933.899
425,346815.6398
426,228964.6347
427,246704.8158
428,156577.1916
429,81367.39791
430,233561.1302
431,241873.3345
432,97522.1935
433,362727.0625
,143927.9308
435,329562.0743
436,106815.2458
437,227360.9493
438,267118.5554
,201444.2164
440,106068.509
441,104854.8504
442,477388.5777
443,127704.8055
444,131751.7188
445,201675.8368
446,212468.919
447,255044.6656
448,236829.782
449,188224.646
,149403.0513
451,86277.48682
452,21238.5735
453,328232.9041
,66278.82163
455,-75386.62589
456,17606.80438
457,275258.9499
,250462.0383
459,330602.4507
460,135735.3446
461,275174.7183
,106440.0804
463,434724.1046
464,347696.7949
465,261371.3703
466,182444.9223
,367801.9897
468,160922.402
,43250.99982
470,235636.3345
471,348879.4405
472,-12547.67229
,-96081.04239
474,-24899.83435
475,-124789.5086
476,345635.2321
,260142.9971
478,-40467.30032
479,156214.7953
480,-88002.93682
481,56921.27322
,324239.8678
483,321715.7233
484,318915.8182
485,130066.55
486,237902.1913
487,79186.25177
488,122626.0549
489,276997.1851
490,262924.1765
491,32686.14123
492,-32152.26726
493,168368.8233
494,73416.67053
495,144029.7752
496,408933.7115
497,154837.2379
498,293044.0822
499,89493.18038
500,55602.94771
501,288642.6002
502,32596.37929
503,27310.61217
504,271154.7852
,11804.3616
506,180133.8949
507,89330.05465
508,282520.9789
509,303769.3602
510,209120.4347
511,24358.68982
512,96599.24975
513,132233.1421
514,237462.9308
515,-262602.9536
516,165759.3128
517,-20826.21518
,99743.83704
,-7540.188361
520,78603.50827
,25916.21102
522,69665.48309
523,31875.28902
524,27335.93633
525,122656.5343
526,123776.5836
527,5304.030163
528,328622.3372
529,112259.1199
530,-106955.4561
531,283730.5192
532,267101.7093
533,55507.25719
534,129574.925
535,123223.1402
536,38544.35351
537,170905.0436
538,147437.2298
539,6739.286887
540,80228.84228
541,49867.3478
542,-27677.54094
543,101358.898
544,161987.5323
545,208576.2105
546,172206.6065
547,7133.264763
548,167143.3123
549,-90132.93359
550,81634.34433
551,179483.1903
552,200818.6742
553,159740.7322
554,102520.6107
555,129077.5248
556,204384.7557
557,158625.5181
558,20658.33755
559,128759.7235
560,-58808.37309
561,-50118.97658
562,92146.53016
563,-37588.002
564,135040.028
565,-369470.8145
566,114413.3758
567,17186.65783
568,162412.3096
569,479469.3241
570,-47083.39275
571,83993.86682
572,80654.56206
573,22639.40005
574,183013.9085
575,97183.30166
,86443.61614
,156388.98
578,119389.1284
579,6676.623702
,109106.2222
581,138684.5458
582,34978.39011
583,-9705.040126
584,78490.89734
585,85548.49828
586,-24986.60531
587,275711.6912
588,44654.01867
589,105023.3774
590,179159.9305
591,333682.9542
592,39307.63072
593,-16059.58365
594,191961.9857
595,37798.24999
596,23386.83653
597,6151.478327
598,145666.3531
599,26913.35167
600,35969.43922
601,54323.39169
602,177993.7743
603,35792.96828
604,96332.07555
605,-48208.93855
606,56687.61539
607,79329.75028
608,203086.44
609,124438.0916
610,-18713.32998
611,-220265.4397
612,176642.0743
613,4492.706059
614,102125.1751
615,74422.00746
616,71399.46456
617,83276.13262
618,-22069.59414
619,22091.13291
620,125325.7716
621,19655.41866
622,11285.05832
623,61764.80659
624,77104.53434
625,135413.124
626,-46295.26236
627,58491.00602
628,13995.82295
629,74839.14319
630,-152480.0602
631,-168464.5163
632,150126.2408
633,-83604.80989
634,8444.14506
635,85864.12029
636,-86378.02526
637,207599.8782
638,40230.85912
639,21029.94983
640,50354.78881
641,35063.97662
642,21502.77132
643,134963.8168
644,13716.72874
645,-32861.29933
646,35744.9401
647,44104.89319
648,-59911.407
649,115104.0469
650,151470.9853
651,-7456.151444
652,133329.5373
653,72927.03169
654,-87394.63473
655,108408.6055
656,-38228.26232
657,-11321.96828
658,434027.951
659,-72362.23051
660,106021.1646
661,89022.68847
662,108789.056
663,-45159.8087
664,26986.00584
665,3818.075201
666,-19548.71372
667,55343.51763
668,-111442.91
669,73295.48448
670,-101738.3879
671,221125.0903
672,-438288.2482
673,2363.006142
674,351662.9148
675,75360.87611
676,86610.1331
677,-58593.81071
678,94078.76495
679,27423.80506
680,69303.84035
681,-14709.6761
682,2547.486941
683,-19178.51312
684,32713.63148
685,144339.4617
686,451116.4078
687,-2626.321538
688,-114671.9157
689,-26920.72975
690,33145.16286
691,132451.0101
692,-54657.06899
693,33767.28474
694,258987.408
695,-159147.1989
696,172233.5781
697,-19446.85174
698,7655.690645
699,68877.41109
700,46562.96015
701,214021.5976
702,38554.01094
703,147045.453
704,69402.52797
705,110486.8502
706,120596.2716
707,65429.97312
708,-28255.63868
709,47809.1417
710,-2555.48414
711,47357.00006
712,42223.91853
713,23126.79101
714,60676.35018
715,-120510.8767
716,229730.9201
717,113499.3169
718,97704.0452
719,112193.3268
720,39193.76637
721,269505.3651
722,305718.9027
723,90791.07635
724,184497.8228
725,223975.2974
726,324155.2712
727,77695.78468
728,317809.297
,143643.6671
730,-49313.84805
731,178801.7767
732,74171.33333
733,114181.1822
734,75507.51044
,222791.8214
736,353585.1501
737,91744.0064
738,-42644.34223
,-47287.40398
740,70680.11745
741,-107434.9337
742,257089.6148
743,119143.1385
744,141565.3976
745,84131.14108
746,75602.2911
747,-30401.20257
748,-91977.59405
749,110529.2271
750,-58369.51659
751,3476.204062
752,-10030.09599
753,62632.42615
754,122754.6309
755,21105.8949
756,21380.97941
757,136916.3348
758,563948.7268
759,329814.4781
760,83959.77804
761,1264191.566
762,405053.2664
763,387961.4965
764,396739.0607
765,308214.6317
766,347425.4059
767,154252.0569
768,224359.1034
769,85182.56433
770,284485.456
771,120894.8256
772,310319.6922
773,327118.3119
774,349800.1458
775,337265.545
776,431667.581
777,431503.3801
,138888.8293
779,236723.9851
780,183357.0236
781,220485.6868
782,485533.6697
783,404997.3771
784,210286.0283
785,526022.7381
786,372959.4475
787,326480.9843
788,454930.4821
789,577823.126
790,458464.6438
791,271513.6264
792,253799.8653
793,464220.6757
,408972.2225
795,376060.7677
796,176652.4485
,315829.8241
798,407421.4868
799,313703.8551
800,425227.9139
801,399325.2
802,199428.7119
803,487071.7811
804,298387.9527
,342914.2994
806,280149.6095
807,214542.6758
,528661.8224
809,437488.7743
810,386160.4481
811,437036.1331
812,346807.7717
813,38818.77431
814,136824.1499
815,220021.2726
816,582960.8582
,202637.0897
,80826.12352
819,288277.4456
820,333856.8038
821,331178.1512
822,187851.9364
823,324548.4786
824,181468.2825
825,469704.1906
826,226555.5016
827,438647.4859
828,479034.6864
829,295494.4303
830,322115.0266
831,293698.3907
832,573552.7254
833,329138.4861
834,175732.0495
835,-392700.0548
836,327664.3926
837,209438.6585
838,465464.1673
839,297292.7324
840,585746.4481
841,73192.67596
842,189138.8534
843,72763.96436
844,121718.6897
845,200188.2568
846,204792.0081
847,30858.82199
,176313.4498
849,458471.9626
,-32667.38224
851,60136.80824
852,84544.91308
853,197290.7647
854,275957.9511
855,7315.760469
856,293690.6285
857,429141.2675
858,93843.25246
859,416633.9017
860,205460.0582
861,432053.7416
,251071.1
863,276646.9939
864,145553.9213
865,91794.07989
866,94870.41623
867,187977.3948
868,294555.9844
869,145865.6861
870,346414.2599
871,438095.0788
872,467752.1844
873,130375.7452
874,95384.90285
875,888986.7174
876,-165588.8832
877,144149.6017
878,287106.0172
879,13596.39085
880,56873.51967
881,-53165.07867
882,55502.44859
883,-76217.42574
884,167119.4563
885,-101263.6173
886,66928.65505
887,100039.4015
888,32906.11037
889,-5701.192271
890,106878.8842
,483673.5554
892,-3529.575742
893,261175.0803
894,90864.0094
895,-108030.0517
896,144893.413
897,83320.69188
898,19407.19962
899,171416.783
900,86974.52211
901,159541.2499
902,121244.6171
903,231234.6852
904,104628.64
905,-38355.66138
906,314348.8045
907,1632.225418
908,114611.9504
909,3213.2585
910,15354.3451
911,-128667.2277
912,41262.60364
913,-42315.50719
914,38381.97548
915,113081.8606
916,92594.45126
917,-2639.020586
918,73274.45267
919,-59020.25619
920,-33662.34486
921,-1927.199024
922,158861.8985
923,-15246.4221
924,48773.6109
925,-22777.17702
926,181902.9194
927,133253.3108
928,96715.60045
929,119850.1261
930,215901.5613
931,174217.817
932,171022.1868
933,111761.7665
,10704.50299
935,7803.168122
936,635278.0028
937,61505.5742
938,103375.284
939,-28452.95312
940,-104505.7068
941,213722.6894
942,67984.26287
943,170813.6775
944,84080.86742
945,-161194.5992
946,249397.7329
947,76272.83072
948,261880.0382
949,245526.5496
950,100444.6383
951,310243.9716
,45601.92459
953,-233849.3322
954,131664.4729
955,216600.4802
956,298382.6035
957,142175.9484
958,205539.5769
959,228874.0048
960,336859.8271
961,93436.02402
962,182274.4927
963,284657.4261
964,263584.6693
965,204356.9421
966,260151.8594
967,238710.0763
968,147135.4699
969,267384.0571
970,105183.132
971,335774.8535
972,160492.2123
973,213786.7408
974,336328.8016
975,47394.41166
976,-75482.96037
977,124913.0418
978,-129267.9433
979,8587.318006
980,48835.01931
981,-88770.18537
982,118263.0376
983,195003.6131
,452419.4775
985,-79067.50549
986,-109567.2041
987,63602.55095
988,141185.3091
989,-183516.9801
990,45371.0581
991,51749.53589
992,-153047.8799
993,58320.07827
994,236871.9763
995,626.3508641
996,-88371.60217
997,49243.6658
998,-81681.83756
999,193234.6654
1000,76019.0816
1001,160740.5487
1002,-9573.178389
1003,56279.32444
1004,123432.1428
1005,123327.9013
1006,-2431.92325
1007,-25643.47024
1008,-26181.70254
1009,285187.3781
1010,98893.97434
1011,190646.1593
,491955.2607
1013,251385.5246
1014,272609.1748
1015,172086.4271
1016,87000.71385
1017,173830.1443
1018,686228.8454
1019,116424.3794
1020,311970.8295
1021,225224.149
1022,210561.5781
1023,179865.8323
1024,416489.8095
1025,254206.5506
1026,219081.8902
1027,108981.2904
1028,227646.1892
1029,346673.2437
1030,354789.3937
1031,288449.7932
1032,130209.9931
1033,150105.1688
1034,271788.1551
1035,303270.7445
1036,246985.7623
1037,433260.9656
1038,249714.2706
1039,147723.7075
,312287.6734
1041,125724.8527
1042,434524.9959
1043,215875.0783
1044,206670.3588
1045,378835.0991
1046,199617.0459
1047,-1109.972369
1048,241675.8113
1049,363876.7386
1050,174004.7821
1051,333267.5002
1052,260047.7622
1053,98188.36622
1054,198643.5474
1055,-13935.22193
1056,200033.1477
1057,205622.9325
1058,159771.1176
1059,94000.91696
1060,98876.66864
1061,246585.6657
1062,214984.9198
1063,240118.3081
1064,272266.3001
1065,221891.3824
1066,339155.1062
1067,280137.4497
1068,240325.4003
1069,227729.8115
1070,154910.1438
1071,119208.5565
1072,24355.42662
1073,-51811.66692
1074,-86698.39498
1075,-136094.676
,179336.2258
1077,24115.64603
1078,113627.1116
1079,104120.6429
1080,110583.7188
1081,75471.0601
,172889.7919
1083,161229.6365
,257399.2611
1085,248869.2457
1086,94570.44314
1087,143851.054
1088,-114707.228
1089,-36114.02581
1090,237939.6591
1091,673645.9541
1092,240964.7025
1093,227107.0123
1094,122331.9404
1095,223328.3258
1096,331035.9717
,253053.1656
,205364.85
1099,217727.7706
1100,196575.9855
,43695.33892
1102,336311.8023
1103,300940.7856
1104,161173.9098
1105,183703.6336
1106,145389.9733
1107,237232.7562
1108,131573.1397
1109,310965.1735
,138195.4989
1111,127634.8039
1112,269078.9775
1113,-18945.58934
1114,249139.9637
1115,305094.1078
,318740.0138
1117,325973.2552
1118,279468.593
,203843.9386
1120,294423.0939
1121,-55175.40938
1122,87593.2786
1123,191637.635
1124,126329.0715
1125,213799.9805
1126,-145425.2382
1127,322557.3782
1128,180850.3553
1129,181706.428
1130,-167731.2386
1131,184739.7298
1132,40426.26185
1133,-75632.82647
1134,-131217.8077
1135,213832.3302
1136,244122.3047
1137,-456832.0247
1138,81909.49079
1139,196871.9259
1140,85583.62238
1141,152272.3511
1142,324808.4779
1143,199710.976
1144,263212.9352
1145,188635.5376
1146,36198.7941
1147,-48363.2088
1148,255228.1186
1149,153562.2624
1150,335085.4696
1151,354482.1141
1152,154549.0419
1153,194124.0678
1154,932410.2514
1155,161714.0851
1156,270933.9969
1157,110024.4077
1158,-70314.74326
1159,308786.536
1160,134477.9912
1161,206634.7447
1162,320399.5607
1163,206862.8354
1164,248998.2047
1165,95549.99586
1166,-13041.38035
1167,257291.0393
1168,346458.217
1169,95262.13156
1170,109318.2503
1171,347181.9765
1172,62799.02865
1173,207080.1707
1174,243649.2009
1175,225618.7773
1176,147425.8334
1177,252782.7219
1178,328216.9416
1179,191619.3099
1180,-21600.66715
1181,233925.9804
1182,379268.2681
1183,85127.28857
1184,151924.9839
1185,271120.2348
1186,187524.5926
1187,280292.2643
1188,120316.0718
1189,46742.44557
1190,314305.0142
1191,106633.7509
,161413.5515
1193,134535.3612
1194,429910.7226
1195,232716.8414
,122176.6939
,180572.6897
1198,147238.3049
,148474.1924
1200,238713.0636
1201,236683.8726
1202,212509.9314
1203,115105.3134
1204,195305.4484
1205,316429.6878
1206,277723.4885
1207,290084.143
1208,150062.9993
1209,159310.5889
1210,99608.50452
1211,86397.98454
1212,112234.7824
1213,259097.2279
1214,199777.2233
1215,392728.8972
1216,271570.2485
1217,210328.6902
1218,238995.4605
1219,67566.37172
1220,237728.2407
1221,248260.3326
1222,221053.3082
1223,288675.0316
1224,211500.2166
1225,128445.2072
1226,253023.2992
1227,155249.1325
1228,199961.5951
1229,278203.1251
1230,209650.3182
1231,231706.2235
1232,276620.6988
1233,352032.4776
1234,308723.4579
1235,46550.07921
1236,182593.7053
1237,190143.7807
1238,140449.4297
1239,198135.2803
1240,268615.7606
1241,354696.7802
1242,246350.8211
1243,313171.6468
1244,71244.77521
1245,247162.7428
1246,218613.7152
1247,231017.4068
1248,101859.684
1249,157931.2893
1250,225886.7942
1251,113950.8851
1252,51403.63524
1253,382260.0123
1254,225069.5671
1255,164901.0709
1256,278773.1459
1257,179473.8847
1258,220779.4303
1259,338985.6291
1260,262892.7336
1261,75736.43269
1262,163621.8319
1263,139026.3378
1264,339854.609
1265,292588.0981
1266,311000.5834
1267,61055.93275
1268,-188909.0266
1269,-78918.71842
1270,-18973.82968
1271,239450.0272
1272,-121929.9389
1273,-153040.1613
1274,-147291.869
1275,-85701.74748
1276,-180173.6111
1277,-146938.5826
1278,25078.65346
1279,-100207.9286
1280,-154210.1453
1281,-174302.5567
1282,25029.39885
1283,265038.2475
1284,219296.4674
,-73185.38745
1286,247119.2783
1287,-228647.7012
1288,-159844.6313
1289,-35170.23139
1290,272900.4548
1291,-23489.36823
1292,244615.9547
1293,253788.3928
1294,145116.4538
1295,209050.9495
1296,138213.4727
1297,163903.1279
1298,204218.9022
1299,142122.6266
1300,134849.7701
1301,92545.57258
1302,-43540.97507
1303,891961.8704
1304,83879.13743
1305,180166.1425
1306,112674.3509
1307,92266.41758
1308,5378.251399
1309,-23058.38204
1310,328437.5542
1311,-38990.25874
1312,182457.5591
1313,94591.92446
1314,141415.8896
1315,245525.5548
1316,100614.6906
1317,235625.0272
1318,200128.8744
1319,1113486.437
1320,207910.7417
1321,202212.1678
1322,143002.1809
1323,290827.0269
1324,166392.5234
1325,-35002.42093
1326,-57649.18571
1327,-17368.82071
1328,43491.37054
1329,-65351.965
1330,-136429.2363
1331,-105138.4469
1332,-4401.631354
1333,-15804.29
1334,121172.0768
1335,-16283.5031
1336,118539.3074
1337,40310.61748
1338,-169488.0532
1339,209350.7178
1340,332535.8509
1341,289102.2617
1342,152552.5826
1343,178419.9093
1344,229973.5783
1345,292424.7321
1346,222396.3917
1347,255813.1526
1348,304111.4721
1349,209088.1619
1350,-33356.17738
1351,212479.7058
1352,130524.1405
1353,204719.6014
1354,244167.0596
1355,324197.0804
1356,276493.3139
1357,92622.38072
1358,232159.2457
1359,172328.6028
1360,12144.61486
1361,164789.0476
1362,223672.4623
1363,216144.5084
1364,284394.5339
,159836.2993
1366,200538.7653
1367,333690.1377
1368,146037.038
1369,365423.2528
1370,236711.9943
1371,183071.6984
1372,300637.5952
1373,72699.53438
1374,133493.649
1375,276345.2125
1376,227533.6412
1377,270953.5035
1378,278986.3148
1379,136715.6438
1380,354260.3817
1381,20937.8475
1382,40996.35183
1383,394807.1763
1384,64129.8056
1385,197653.3967
1386,345494.2898
1387,202759.2687
1388,308391.7579
1389,236670.0644
1390,288019.6067
1391,167951.054
1392,268670.9568
1393,187213.0898
1394,141932.9407
1395,90487.07087
1396,87302.38743
1397,181377.3734
1398,146136.3541
1399,186967.9464
1400,259718.3814
1401,178055.2104
1402,180482.2016
1403,174631.5798
1404,261932.6936
1405,144239.6068
1406,93706.10982
1407,189110.9285
,81693.33128
1409,252151.6621
1410,96338.36388
1411,29151.10324
1412,123064.8963
1413,86300.184
1414,131332.2952
1415,196351.9778
1416,345822.3952
1417,228010.2927
1418,216569.6977
1419,70652.41196
1420,353374.5741
1421,270661.6214
1422,105831.2758
1423,65621.01012
1424,115764.333
1425,-4198.20912
1426,127800.2262
1427,-1001.3898
1428,152148.9719
1429,320444.8433
1430,50135.00037
1431,91599.40324
1432,176306.136
1433,-33392.51262
1434,56710.30094
1435,-91384.55453
1436,76421.28237
1437,82783.75064
1438,223637.9467
1439,55594.55513
1440,164648.9756
1441,-41585.12508
1442,-6322.076087
1443,190862.9691
1444,91492.76534
1445,128589.7672
1446,-72408.24946
1447,64234.66747
1448,46786.51549
1449,73284.17185
1450,201316.775
1451,52478.99
1452,-16330.01874
1453,-74577.48291
1454,-68241.6822
1455,30738.26993
1456,135167.2243
1457,72566.85004
1458,6332.52908
1459,-33612.1527
1460,152737.9293
1461,-25344.50726
1462,-28552.16621
1463,31557.2194
1464,109828.5859
1465,60750.03713
1466,46962.70278
1467,43267.25154
1468,-132036.5557
1469,64814.40554
1470,53110.09869
1471,140113.0046
1472,422343.0011
1473,87824.09829
1474,19662.37861
1475,-47582.18868
1476,29441.65719
1477,9063.184934
1478,538.2152931
1479,191040.1359
1480,99371.37417
1481,45994.19104
1482,-39999.55716
1483,281458.8661
1484,31862.16936
1485,131926.2569
1486,100734.3595
1487,-6472.575002
1488,134976.7599
1489,86101.71827
1490,78516.25383
1491,141665.6181
1492,112445.7563
1493,80446.20808
1494,150282.459
1495,217529.2076
1496,-45179.70806
1497,-4753.016273
1498,26203.87865
1499,-4859.014228
,141276.184
1501,303617.4645
1502,25747.63235
1503,10097.31152
1504,89856.90003
1505,2321.006545
1506,-69250.38395
1507,-97889.84042
1508,278494.8893
1509,165507.0193
1510,74682.93184
1511,290328.4134
1512,115447.0838
,353360.2654
1514,88342.62443
1515,306722.6163
1516,150359.8132
1517,68788.65077
1518,7427.146908
1519,196621.8784
1520,829574.242
1521,9695.594199
1522,96141.34003
1523,260329.2152
,-31339.17195
,74414.94779
1526,40720.18217
1527,196991.986
1528,187679.677
1529,184826.6652
1530,143950.4147
1531,-60972.5793
1532,
1533,
1534,
1535,
1536,
1537,
1538,
1539,
1540,
1541,
1542,
1543,
1544,
1545,
1546,
1548,
1549,
1550,
1551,
1552,
1553,
1554,
1555,
1556,
1557,
1558,
1559,
1560,
1561,
1562,
1563,
1564,
1565,
1566,
1567,
1568,
1569,
1570,
1571,
1572,
1573,
1574,
1575,
1576,
1577,
1578,
1579,
1580,
1581,
1582,
1583,
1584,
1586,
1587,
1588,
1589,
1590,
1591,
1593,
1594,
1595,
1596,
1597,
1598,
1599,
1600,
1601,
1602,
1603,
1604,
1605,
1606,
1607,
1608,
1609,
1610,
1611,
1612,
1613,
1614,
1615,
1616,
1618,
1619,
1620,
1621,
1622,
1623,
