Serial Number,Deposits 2016
180,248714.5354
181,240111.8041
182,230632.814
183,748210.0955
184,148564.1746
185,210955.8605
186,266197.2429
187,176424.278
188,111292.6096
189,266175.2312
190,42513.32381
191,169936.2987
192,198423.5058
193,138556.2628
194,333966.7114
195,274175.0155
196,1200860.369
197,99075.41579
198,72932.62351
199,759252.8241
200,1545070.106
201,279648.919
202,400349.4918
203,30032.53166
204,1131529.352
205,461120.1426
206,660865.0137
207,424597.7984
208,482575.8401
209,641687.1355
210,613245.3883
211,139573.0682
212,198168.0148
213,112264.1818
214,241404.3027
215,225370.9579
216,317514.908
217,214303.8489
218,140658.7683
219,247247.3664
220,161362.6458
221,139533.3531
222,152088.0491
223,171947.4654
224,270746.9675
225,188283.1331
226,383948.2384
227,109483.0453
228,230132.59
229,261568.2157
230,308531.6477
231,161356.9627
232,535341.9325
233,153596.7556
234,162628.6796
235,350743.3945
236,307548.338
237,153867.8203
238,206301.3726
239,198785.1626
240,337867.844
241,171163.1714
242,175152.3697
243,277356.0493
244,122497.3244
245,262465.0335
246,372093.0148
247,147494.3019
248,178393.3972
249,98005.94861
250,222002.6112
251,274638.7501
252,258491.4335
253,251600.7568
254,178065.2465
255,198264.738
256,177622.5302
257,566668.99
258,166347.7642
259,139576.1422
260,218934.3959
261,200532.8401
262,112602.9625
263,281915.2885
264,154587.6005
265,2504.404077
266,387685.6005
267,195651.9542
268,461704.3607
269,274567.8982
270,299036.96
271,2369.91308
272,183179.6258
273,516181.3257
274,71482.38264
275,150423.6101
276,45099.33286
277,33083.84989
278,37266.422
279,59106.1036
280,81360.85406
281,47211.74839
282,115402.8632
283,95330.98522
284,77122.62161
285,126762.7005
286,179942.1744
287,70284.18435
288,78859.5196
289,83173.03191
290,132340.2488
291,68762.80409
292,28875.08975
293,81210.60109
294,60349.59703
295,49755.86256
296,9832.038686
297,36382.45007
298,87638.57049
299,49029.69017
300,124813.2757
301,42814.65112
302,166173.4278
303,67971.51809
304,40249.47981
305,82148.86523
306,152937.7775
307,45248.81799
308,98861.83868
309,2369.91308
310,79457.53066
311,106683.8771
312,241174.0874
313,247892.8351
314,104428.4867
315,23891.4563
316,282026.7003
317,47482.35617
318,76292.82035
319,151893.1083
320,102223.9156
321,147799.8302
322,120358.5833
323,84455.42917
324,99350.11495
325,199173.0955
326,94560.95031
327,222389.693
328,156645.7858
329,145698.3285
330,43175.49697
331,120699.1858
332,94611.36829
333,429162.6323
334,2369.91308
335,238371.9039
336,166351.7638
337,361329.5414
338,300819.7866
339,178277.8878
340,317297.5071
341,81862.79168
342,194851.4143
343,157925.8435
344,147759.4028
345,504708.0009
346,88438.62754
347,206492.3498
348,259883.3699
349,207488.2638
350,153156.3718
351,112393.8269
352,208525.2842
353,300484.3735
354,57213.53567
355,235103.4341
356,61142.80574
357,143387.8801
358,123490.1771
359,199295.9194
360,115486.3254
361,356554.5615
362,84426.66419
363,210445.4781
364,261774.9221
365,218026.9351
366,315934.6375
367,1988218.969
368,2369.91308
369,2369.91308
370,2369.91308
371,2369.91308
372,2369.91308
373,6354.594218
374,2369.91308
375,2369.91308
376,2369.91308
377,2369.91308
378,2369.91308
379,2369.91308
380,19535.138
381,43231.18934
382,2369.91308
383,2369.91308
384,2369.91308
385,2369.91308
386,2369.91308
387,2369.91308
388,2369.91308
389,2369.91308
390,2369.91308
391,2369.91308
392,2369.91308
393,52874.3597
394,2369.91308
395,35865.71859
396,66527060.46
397,2369.91308
398,246566.9352
399,2369.91308
400,371109.0805
401,386546.6093
402,195015.3006
403,295862.0415
404,225176.5217
405,2369.91308
406,370409.5874
407,2369.91308
408,457516.1917
409,2369.91308
410,130672.4688
411,428755.3001
412,395476.2287
413,379689.4086
414,207634.3715
415,611231.4816
416,229799.8487
417,216489.9731
418,173452.9414
419,228255.3598
420,265143.083
421,403730.1592
422,207556.2872
423,97182.51292
424,303211.4116
425,123666.7558
426,213390.3074
427,259538.3967
428,313729.9084
429,225036.8519
430,525071.8966
431,227610.1014
432,210702.8681
433,151773.3323
434,2369.91308
435,223611.2527
436,194685.4557
437,58382.84087
438,210073.9045
439,2369.91308
440,54647.17859
441,150688.0475
442,242466.8613
443,304059.8743
444,101695.5545
445,46066.33337
446,188551.3043
447,127781.0611
448,112874.2144
449,324201.6224
450,2369.91308
451,348843.2589
452,267148.1543
453,96873.91411
454,2369.91308
455,143236.3906
456,248760.8316
457,119693.6124
458,2369.91308
459,160713.1564
460,221359.2298
461,278187.808
462,2369.91308
463,145310.2072
464,157435.1326
465,97155.78803
466,63761.29233
467,2369.91308
468,151014.0544
469,2369.91308
470,153369.3124
471,69148.40029
472,300958.3488
473,2369.91308
474,90658.90234
475,250540.7849
476,71191.07095
477,2369.91308
478,139541.0498
479,175130.0051
480,131617.3178
481,76264.76837
482,2369.91308
483,72166.56493
484,570810.226
485,83204.88023
486,83847.84451
487,128188.0267
488,126808.8149
489,161672.0711
490,148935.6811
491,114217.686
492,91951.70739
493,62142.83375
494,50777.82996
495,245690.0662
496,63345.66992
497,27785.80641
498,42472.79116
499,192605.0278
500,160608.6922
501,254087.6164
502,88496.71398
503,183171.1634
504,73820.32233
505,2369.91308
506,428465.4705
507,279299.0105
508,162236.0697
509,112418.9597
510,302809.0119
511,100128.8754
512,57117.50355
513,138840.7923
514,192074.7457
515,35915.93882
516,24914.05027
517,33926.40977
518,2369.91308
519,2369.91308
520,21477.19545
521,2369.91308
522,261326.6369
523,165560.2137
524,31749.94847
525,96835.75123
526,24634.395
527,53047.35253
528,229870.0469
529,234059.1178
530,225947.9219
531,82548.93716
532,151604.9285
533,62892.60128
534,75990.18673
535,178127.7604
536,170332.4778
537,50461.99225
538,37133.09575
539,100131.8337
540,65137.32437
541,89279.90465
542,577383.5897
543,95144.07536
544,200495.9464
545,66762.17678
546,55662.15926
547,193769.3839
548,48501.26232
549,48894.51437
550,176766.4461
551,45500.70503
552,113112.9562
553,69483.09102
554,188664.2503
555,225459.0896
556,123569.3523
557,46087.45075
558,70680.17031
559,83958.42364
560,151838.2187
561,11893.78581
562,99114.23974
563,37516.82254
564,71055.62119
565,39029.68026
566,65045.63315
567,45609.77157
568,58206.52243
569,50064.8962
570,46839.84409
571,79960.6189
572,81015.07279
573,44228.59192
574,243697.6303
575,76750.48176
576,2369.91308
577,2369.91308
578,22157.68709
579,186540.3129
580,2369.91308
581,251111.5374
582,56230.58096
583,83114.29956
584,81025.30865
585,49998.14474
586,107911.7492
587,92745.32785
588,40820.79607
589,62357.33926
590,58294.83002
591,35790.50771
592,70270.61505
593,100340.143
594,130298.3573
595,100928.5688
596,42134.59658
597,100056.8747
598,25222.40653
599,61408.62031
600,116642.7539
601,127909.9997
602,96708.8343
603,73527.91026
604,80462.16196
605,132268.2538
606,98182.97786
607,45757.45914
608,81577.9636
609,30220.72021
610,31028.14288
611,65498.65508
612,33342.44734
613,80666.1416
614,7076.728422
615,72709.6647
616,42814.47623
617,100633.8117
618,583913.6038
619,31285.53189
620,63753.187
621,59116.24974
622,44602.76553
623,101286.7864
624,69881.54313
625,63821.15501
626,97297.87703
627,75196.18556
628,43500.5553
629,73265.62876
630,87282.72756
631,49268.89178
632,40385.00691
633,60103.69953
634,63383.35983
635,36910.1216
636,181817.806
637,53499.86688
638,73040.70567
639,113136.5056
640,248660.1023
641,50132.37462
642,37823.69664
643,116477.345
644,50989.13195
645,47455.0776
646,41487.56739
647,89722.22834
648,47031.30864
649,49830.90035
650,50377.4801
651,106283.6559
652,48825.36913
653,69603.85083
654,32381.36889
655,55551.42814
656,75229.32942
657,126989.6559
658,78835.62357
659,38822.58964
660,12929.97339
661,105348.2452
662,44414.65999
663,67742.5325
664,61351.21346
665,61576.24218
666,62365.39707
667,35182.39521
668,46032.16038
669,81371.33962
670,45556.17862
671,59100.59952
672,54000.32983
673,71126.30678
674,96154.67731
675,30529.1358
676,53557.56565
677,44705.04235
678,62518.35856
679,18699.59028
680,17792.18567
681,92972.28648
682,25645.87228
683,41909.07362
684,68117.62401
685,26041.11716
686,129386.1373
687,50273.09263
688,47588.98572
689,55008.74919
690,51638.51093
691,45733.88166
692,71702.17356
693,42691.69886
694,34331.71547
695,51172.6341
696,53045.44733
697,29329.16534
698,74781.57358
699,94923.8272
700,38222.77566
701,85089.98742
702,59457.58435
703,26893.18327
704,71760.85003
705,33097.86811
706,38497.63758
707,468786.162
708,27614.43318
709,74564.65953
710,65041.29892
711,71743.49027
712,31949.88043
713,47610.06653
714,41171.28294
715,37449.54852
716,51278.78808
717,24418.62367
718,62453.37187
719,23728.71399
720,139497.0656
721,4600.685814
722,40577.36536
723,302022.0984
724,61452.69021
725,63351.61265
726,29096.22932
727,71449.74295
728,42988.35826
729,2369.91308
730,48509.86593
731,39106.23593
732,47493.83265
733,38011.25698
734,44590.61174
735,2369.91308
736,89409.69076
737,516301.9248
738,40479.34151
739,2369.931788
740,24176.66197
741,35636.85555
742,49164.50816
743,86374.5068
744,31548.8958
745,49164.07468
746,169842.4616
747,17104.72639
748,99038.68924
749,39171.81719
750,42946.99405
751,58492.9939
752,54496.63197
753,131004.8443
754,51773.77645
755,88411.50467
756,58990.40941
757,70900.29927
758,77861.22382
759,58905.01121
760,34540.00299
761,50564.54507
762,41236.80567
763,54036.80992
764,50707.2676
765,45818.25387
766,56434.22837
767,21524.23392
768,147603.1268
769,74860.02976
770,69061.2739
771,72812.18463
772,49212.49487
773,172778.9505
774,207736.5756
775,68180.92043
776,112086.983
777,133832.0605
778,2369.91308
779,234150.1411
780,63274.86266
781,234130.0068
782,87629.97558
783,32113.01718
784,108186.9845
785,64723.9508
786,78757.06978
787,64168.20384
788,141608.6221
789,301112.817
790,68910.01325
791,33745.84419
792,31553.74022
793,59176.21539
794,2369.91308
795,24415.97682
796,152409.2545
797,2369.91308
798,80141.5343
799,91389.89268
800,64981.59424
801,62692.89425
802,35849.90509
803,24545.92114
804,75738.70453
805,2369.91308
806,30480.3007
807,40375.19566
808,2369.91308
809,41397.16198
810,55174.95521
811,79177.47799
812,45770.66092
813,44410.50496
814,82307.65787
815,926507.6067
816,237233.5601
817,2369.91308
818,2369.91308
819,63615.84815
820,47856547.91
821,386846.7714
822,341833.4649
823,381397.1918
824,220782.6898
825,279123.8959
826,95336.7731
827,138216.9296
828,66002.54958
829,198434.4046
830,78520.04016
831,235758.9891
832,246424.9196
833,283450.0948
834,250962.7077
835,446053.9239
836,453024.2036
837,88436.51873
838,150426.6357
839,113547.0535
840,139221.1373
841,606478.2704
842,372135.352
843,131370.165
844,779378.9519
845,310677.7943
846,249033.1491
847,515048.2659
848,2369.91308
849,944096.8627
850,2369.91308
851,523639.0649
852,174873.7224
853,165326.4883
854,533598.5137
855,390506.1464
856,321047.532
857,104241.743
858,233641.5694
859,387417.3943
860,224957.3498
861,432244.9014
862,2369.91308
863,379911.2756
864,121827.0964
865,611394.9911
866,208131.8455
867,266860.8753
868,189525.4533
869,130032.6488
870,781090.7572
871,428933.0311
872,342741.0776
873,463890.6357
874,274628.005
875,49431.28518
876,87646.90065
877,131859.9561
878,1048668.964
879,156081.192
880,65211.55048
881,196408.6964
882,257757.9373
883,255207.499
884,116674.6608
885,242569.395
886,112850.2343
887,562068.3455
888,140508.1035
889,472731.5841
890,520306.2927
891,2369.91308
892,205100.9702
893,242547.7707
894,204499.6075
895,931686.7613
896,250998.0098
897,106019.2553
898,6784.82761
899,236489.5899
900,127214.5835
901,525176.3219
902,210500.0201
903,1097217.905
904,66503.66488
905,117199.3266
906,57266.03876
907,79221.76571
908,125290.6674
909,127157.6484
910,48101.89599
911,105591.6115
912,505135.7944
913,34475.67
914,57071.70388
915,64654.164
916,120449.5302
917,188069.6587
918,41138.11832
919,193228.0369
920,443418.2799
921,68154.81858
922,409081.111
923,124364.5343
924,446679.0301
925,158321.1923
926,187104.5706
927,86683.65373
928,67905.93706
929,62605.9744
930,110607.1743
931,198632.9633
932,90222.35264
933,278246.8332
934,2369.91308
935,454785.5919
936,539691.8019
937,63884.02289
938,66115.6708
939,5967699.412
940,17326.87292
941,81241.68495
942,208372.9044
943,41746.08855
944,55483.0636
945,30603.84156
946,56380.61361
947,26131.45142
948,102043.0823
949,23788.37787
950,58619.58199
951,69729.35631
952,2369.91308
953,51274.26152
954,40467.31945
955,73223.77371
956,672123.1897
957,40216.7403
958,166335.2392
959,67800.2916
960,23028.6954
961,88004.38951
962,64184.11393
963,45554.37196
964,104862.1248
965,64314.93629
966,96811.37983
967,78914.44967
968,137523.1436
969,74239.77791
970,32820.42954
971,301944.0697
972,38899.6478
973,55898.07386
974,40921.33542
975,39762.01441
976,21077.85887
977,51383.9788
978,32359.74512
979,50222.0101
980,74873.01225
981,66976.34944
982,40055.78121
983,61770.60884
984,2369.91308
985,31769.60304
986,31711.96927
987,42641.16718
988,94708.80718
989,35230.36882
990,51784.5727
991,36933.23337
992,110588.1135
993,79486.91568
994,68358.78897
995,77639.3984
996,133001.9865
997,103478.5889
998,105672.1303
999,75135.74231
1000,41815.45519
1001,42689.75612
1002,1453303.527
1003,57016.67226
1004,81509.94753
1005,34786.12392
1006,24730.05324
1007,134838.4398
1008,60399.15591
1009,107105.2139
1010,63760.10648
1011,17063.3306
1012,2369.91308
1013,161775.1963
1014,58996.07446
1015,168573.158
1016,158834.7759
1017,74870.70339
1018,229845.7594
1019,51835.88582
1020,12339.20217
1021,81837.18425
1022,136842.2795
1023,208653.9862
1024,89523.86677
1025,121459.8307
1026,138912.626
1027,266107.1721
1028,67272.28532
1029,109866.1443
1030,191851.7347
1031,160296.7572
1032,125542.344
1033,164935.8577
1034,156005.1251
1035,89548.28049
1036,163650.1349
1037,72586.58151
1038,255985.3215
1039,98207.85056
1040,2369.91308
1041,132868.0088
1042,294946.894
1043,48367.45846
1044,26090.08618
1045,82287.26218
1046,20845.42161
1047,43965.39592
1048,52114.20088
1049,26072.01045
1050,76917.41085
1051,116683.9095
1052,491881.0368
1053,26005.76396
1054,23322.62737
1055,57640.80614
1056,88930.54794
1057,15877.38745
1058,52804.30461
1059,57027.05103
1060,18631.42074
1061,55861.07357
1062,134804.938
1063,41266.31487
1064,25519.33779
1065,52939.17847
1066,26305.44681
1067,117027.975
1068,60713.02267
1069,94054.98506
1070,40284.62623
1071,54393.80162
1072,78476.97373
1073,77633.54909
1074,37045.32458
1075,35828.08721
1076,2369.91308
1077,34868.76287
1078,196023.9634
1079,68983.08613
1080,121322.9797
1081,636796.2165
1082,2369.91308
1083,165898.2848
1084,2369.91308
1085,200013.832
1086,100251.7957
1087,63862.95979
1088,94957.55
1089,1936175.52
1090,79516.3636
1091,230511.6214
1092,144435.1439
1093,131332.7413
1094,133383.2942
1095,423570.6834
1096,162075.6915
1097,2369.91308
1098,2369.91308
1099,135465.0045
1100,74178.49746
1101,2369.91308
1102,144777.102
1103,262601.815
1104,283526.538
1105,205628.2591
1106,84971.59126
1107,90846.70623
1108,177704.7873
1109,206154.5922
1110,2369.91308
1111,157544.8594
1112,460737.7096
1113,163395.9198
1114,89246.68515
1115,230409.4101
1116,2369.91308
1117,85685.12527
1118,374591.8817
1119,2369.91308
1120,134422.0421
1121,128358.7621
1122,285772.2704
1123,121324.0775
1124,53381.29565
1125,157206.5833
1126,293815.3554
1127,126931.5385
1128,251732.1767
1129,169875.6147
1130,70493.23491
1131,118938.3664
1132,37792.1085
1133,137088.4137
1134,124112.7663
1135,96762.15498
1136,66983.55044
1137,68698.73651
1138,147426.0102
1139,121930.655
1140,151695.492
1141,185144.2852
1142,137699.504
1143,261316.5937
1144,189740.3271
1145,160464.3935
1146,137845.5183
1147,95424.05876
1148,78816.07172
1149,46621.88229
1150,32210.76113
1151,24718.30333
1152,19187.35211
1153,110331.5096
1154,45882.26118
1155,77076.65006
1156,72843.72854
1157,75181.38299
1158,62170.39591
1159,109215.0884
1160,99221.78206
1161,168025.1607
1162,162300.5691
1163,71381.13311
1164,83726.90663
1165,24749.58793
1166,32500.08718
1167,149714.0138
1168,1834410.296
1169,157965.1099
1170,140361.9448
1171,79040.23633
1172,137193.9155
1173,252747.561
1174,176918.6898
1175,132631.8137
1176,137035.4965
1177,118867.4335
1178,51346.36067
1179,255126.8495
1180,214579.6154
1181,100311.4824
1182,109718.5719
1183,100244.3359
1184,149257.2358
1185,78184.77359
1186,229127.6016
1187,82716.83467
1188,80583.39068
1189,191201.953
1190,36704.4597
1191,161382.1766
1192,2369.91308
1193,216257.6965
1194,226684.2536
1195,263064.0314
1196,2369.91308
1197,2369.91308
1198,182059.8652
1199,2369.91308
1200,124018.3239
1201,204482.7798
1202,30687.99534
1203,66309.60204
1204,115674.7162
1205,65471.47371
1206,133764.1282
1207,19996.42213
1208,227323.3509
1209,109811.8833
1210,118975.2952
1211,16213.56257
1212,110970.3073
1213,47654.18145
1214,26316.25741
1215,20722.20531
1216,132963.4024
1217,156463.7254
1218,5333.246374
1219,61664.72538
1220,134055.853
1221,63706.2956
1222,90599.77538
1223,231332.2672
1224,120657.1847
1225,172694.0856
1226,114517.3922
1227,51280.72232
1228,29711.7005
1229,167215.9134
1230,93877.39745
1231,254707.1603
1232,293457.0548
1233,93326.97012
1234,110244.6104
1235,7656684.05
1236,98256.12555
1237,182143.062
1238,72053.42674
1239,28331.3594
1240,235562.0201
1241,87300.82624
1242,125215.4836
1243,291289.3088
1244,129438.9708
1245,155200.2054
1246,70383.93875
1247,39628.80795
1248,170612.797
1249,276697.9958
1250,71019.07864
1251,77274.90527
1252,290883.9451
1253,60345.89041
1254,132555.6657
1255,147264.5769
1256,143503.4095
1257,90022.96217
1258,162421.4121
1259,244814.7463
1260,124491.5713
1261,35949.7912
1262,148438.4661
1263,358046.3241
1264,66999.84629
1265,93092.41564
1266,176779.2395
1267,110936.0675
1268,188099.5325
1269,79001.28329
1270,55806.49621
1271,234794.2858
1272,73878.79879
1273,97582.82379
1274,85029.08546
1275,444315.3408
1276,146163.9201
1277,81039.97516
1278,101997.8736
1279,92056.27084
1280,86798.10144
1281,156202.3354
1282,150033.8478
1283,131311.0253
1284,74323.10354
1285,2369.91308
1286,119676.4829
1287,221580.3922
1288,183530.9295
1289,201736.0894
1290,99582.24622
1291,99720.22259
1292,68973.27964
1293,69610.62259
1294,77201.73091
1295,173824.5941
1296,122845.7211
1297,412494.7269
1298,173109.786
1299,134862.7293
1300,134575.9705
1301,58122.13196
1302,147734.5512
1303,145392.3537
1304,136548.3306
1305,201388.8911
1306,134847.8775
1307,84638.26378
1308,172053.683
1309,96992.4409
1310,122602.8018
1311,212297.2342
1312,128164.9247
1313,141709.8512
1314,194615.1729
1315,281404.3007
1316,215648.6947
1317,52962.43304
1318,111204.3223
1319,117041.3465
1320,88219.9617
1321,121181.6056
1322,170409.7994
1323,276077.4288
1324,160192.5758
1325,236215.1093
1326,60966.50049
1327,152566.8109
1328,137028.0176
1329,143508.8651
1330,72608.25268
1331,98265.16728
1332,136665.589
1333,75076.50649
1334,53801.12265
1335,348192.6848
1336,146712.0233
1337,100950.0234
1338,191709.5254
1339,117791.4758
1340,133816.7938
1341,268567.0641
1342,171329.3575
1343,62019.42679
1344,103446.0723
1345,86758.91901
1346,266605.5678
1347,206658.399
1348,241548.1261
1349,55432.88562
1350,16063.99394
1351,25474.80245
1352,35503.61088
1353,147046.331
1354,22657.28511
1355,19327.89083
1356,19043.62591
1357,26235.60099
1358,16099.84529
1359,19180.12067
1360,39577.3445
1361,23812.16909
1362,18187.34527
1363,16366.5896
1364,48328.78209
1365,2369.91308
1366,179956.7398
1367,133471.7207
1368,27791.22616
1369,159233.4651
1370,12594.177
1371,16633.52487
1372,31400.09719
1373,179294.676
1374,33989.07541
1375,153917.3331
1376,164629.7517
1377,88064.98133
1378,106625.6258
1379,69369.94063
1380,114925.8842
1381,108707.7
1382,88841.33624
1383,80251.04345
1384,81193.96182
1385,33872.55062
1386,9996928.676
1387,63799.75641
1388,98459.79604
1389,75703.93257
1390,62671.017
1391,42069.37211
1392,35069.52173
1393,235004.0019
1394,33068.14039
1395,108969.07
1396,71554.78385
1397,81567.28436
1398,145386.0441
1399,57932.07924
1400,147193.0557
1401,120039.8302
1402,20754037.15
1403,128682.0699
1404,120931.9541
1405,94958.38108
1406,194459.2338
1407,102938.3141
1408,2369.91308
1409,35656.10547
1410,31025.55257
1411,38837.04506
1412,64325.74127
1413,27712.46669
1414,21213.5423
1415,23163.51518
1416,41190.46669
1417,38591.88073
1418,75750.44357
1419,37820.70286
1420,78617.75738
1421,65651.95281
1422,16678.79105
1423,129770.0205
1424,250248.3646
1425,198918.5838
1426,96640.60276
1427,108985.2634
1428,142582.0615
1429,214745.4057
1430,153837.8548
1431,184939.6229
1432,215943.3936
1433,127964.7777
1434,33874.04342
1435,134456.7846
1436,85717.87209
1437,128938.7011
1438,161611.0299
1439,242535.763
1440,177988.1145
1441,67654.52443
1442,151573.2818
1443,101421.6989
1444,45804.72229
1445,101778.5562
1446,137382.8448
1447,133083.9449
1448,204781.054
1449,100698.3023
1450,116223.6858
1451,268651.6755
1452,92832.8096
1453,303051.8524
1454,148688.192
1455,112103.4579
1456,209232.236
1457,61127.29981
1458,87375.89381
1459,188562.0695
1460,139517.7682
1461,190516.2044
1462,192932.2505
1463,85088.14466
1464,287057.7648
1465,45982.51867
1466,49552.5778
1467,365165.0783
1468,55198.43626
1469,125154.897
1470,278187.3959
1471,131680.5921
1472,223131.0503
1473,145928.2942
1474,137205.0524
1475,99544.59292
1476,178888.2776
1477,115599.2636
1478,89286.95436
1479,67949.04397
1480,67021.97097
1481,108303.7319
1482,91737.13233
1483,117815.9293
1484,176546.8518
1485,114970.585
1486,110560.4837
1487,108282.5954
1488,170482.6945
1489,91752.16915
1490,68934.4892
1491,123737.4112
1492,66637.29343
1493,162551.0065
1494,70625.35171
1495,46855.12246
1496,78107.82556
1497,64879.63733
1498,89471.68994
1499,125432.5606
1500,2369.91308
1501,240202.0495
1502,142379.0484
1503,135367.2213
1504,58954.39318
1505,287133.203
1506,199079.2926
1507,74815.48001
1508,62874.98161
1509,81297.27567
1510,40516.83731
1511,81881.13532
1512,40800.24189
1513,2369.91308
1514,108325.2524
1515,238454.8602
1516,58128.8956
1517,75398.43646
1518,136253.8518
1519,42680.01977
1520,56121.57331
1521,25710.54081
1522,62911.65701
1523,66222.4691
1524,2369.91308
1525,2369.91308
1526,145389.9534
1527,56223.83358
1528,101194.2894
1529,35175.56104
1530,38685.70128
1531,125365.3287
1532,68301.61836
1533,84385.32216
1534,28585.13328
1535,59406.71153
1536,53925.34782
1537,60991.44198
1538,130390.9645
1539,54274.17991
1540,51067.98478
1541,27264.71196
1542,28819.09658
1543,50972.31343
1544,93105.74894
1545,58015.1668
1546,41972.46947
1547,2369.91308
1548,33046.21768
1549,114049.9935
1550,36919.60951
1551,35774.31275
1552,49036.85082
1553,71626.94582
1554,61111.18015
1555,51089.3719
1556,53897.77084
1557,21989.60885
1558,59125.72687
1559,56616.58886
1560,78836.65294
1561,390866.4938
1562,69660.00918
1563,48781.98736
1564,30593.88895
1565,48368.60621
1566,44091.85245
1567,42795.322
1568,119207.861
1569,69956.6721
1570,52660.42306
1571,34497.96969
1572,207228.5608
1573,47138.41761
1574,80285.59853
1575,70834.50842
1576,40235.98911
1577,81271.36448
1578,59493.73346
1579,59592.50305
1580,88880.4867
1581,77486.87265
1582,66232.13571
1583,126212.3826
1584,142955.7536
1585,2369.91308
1586,30756.71795
1587,41559.90523
1588,46627.20328
1589,53368.79033
1590,95907.06691
1591,217891.4468
1592,2369.91308
1593,46637.44748
1594,45601.49701
1595,64877.21718
1596,41811.46025
1597,27387.076
1598,25232.26341
1599,185101.5636
1600,100719.0561
1601,76250.29868
1602,198144.091
1603,76143.70757
1604,300825.9479
1605,67017.12862
1606,218902.9852
1607,91460.42369
1608,58520.14385
1609,45226.48806
1610,113665.9947
1611,4433946.29
1612,41984.87492
1613,69035.2261
1614,161411.1942
1615,34343.94788
1616,59059.93108
1617,2369.91308
1618,52676.20108
1619,115723.4143
1620,113603.4829
1621,104116.2542
1622,92970.59627
1623,28820.41064
