Serial Number,Deposits 2016
1159,103236
1160,196834
1161,174358
1162,168252
1163,64560
1164,79280
1165,23665
1166,30390
1167,135739
1168,177158
1169,192462
1170,127319
1171,73336
1172,142630
1173,177158
1174,177158
1175,129952
1176,149383
1177,114979
1178,52247
1179,177158
1180,177158
1181,85607
1182,104699
1183,98056
1184,149308
1185,70016
1186,177158
1187,90943
1188,72888
1189,181757
1190,39694
1191,156022
1192,0
1193,177158
1194,177158
1195,177158
1196,0
1197,0
1198,177158
1199,0
1200,112301
1201,177158
1202,28408
1203,59849
1204,116847
1205,81899
1206,120530
1207,17974
1208,177158
1209,91270
1210,139322
1211,14519
1212,109162
1213,49138
1214,25548
1215,18826
1216,127863
1217,153194
1218,6141
1219,55564
1220,124939
1221,56715
1222,85944
1223,177158
1224,167383
1225,164262
1226,115038
1227,49008
1228,26287
1229,174358
1230,91622
1231,177158
1232,177158
1233,90431
1234,118938
1235,177158
1236,94213
1237,177158
1238,63607
1239,29958
1240,177158
1241,79208
1242,112016
1243,177158
1244,124236
1245,142223
1246,66634
1247,37171
1248,217044
1249,177158
1250,60767
1251,74871
1252,177158
1253,53822
1254,154299
1255,138496
1256,140591
1257,91517
1258,169393
1259,177158
1260,129122
1261,34837
1262,146227
1263,177158
1264,59631
1265,79208
1266,177158
1267,106881
1268,177158
1269,69473
1270,53067
1271,177158
1272,69731
1273,93158
1274,74065
1275,177158
1276,143482
1277,72888
1278,91046
1279,90431
1280,79140
1281,144053
1282,149308
1283,129547
1284,71504
1285,0
1286,124547
1287,177158
1288,177158
1289,177158
1290,102898
1291,102719
1292,61292
1293,65951
1294,82408
1295,217044
1296,112016
1297,177158
1298,162993
1299,131705
1300,132342
1301,50641
1302,149308
1303,136054
1304,134148
1305,181757
1306,132511
1307,77404
1308,217044
1309,89030
1310,110424
1311,181757
1312,129833
1313,134764
1314,177158
1315,177158
1316,177158
1317,48082
1318,129431
1319,114933
1320,87959
1321,129334
1322,172648
1323,177158
1324,170337
1325,177158
1326,56492
1327,135938
1328,140710
1329,139671
1330,63607
1331,89030
1332,130595
1333,69135
1334,48239
1335,177158
1336,151886
1337,102034
1338,177158
1339,116923
1340,132342
1341,177158
1342,172648
1343,56218
1344,93773
1345,76517
1346,177158
1347,177158
1348,177158
1349,68187
1350,14220
1351,22978
1352,48824
1353,149308
1354,19357
1355,18163
1356,16373
1357,24966
1358,14220
1359,16238
1360,42585
1361,20503
1362,16683
1363,14519
1364,41086
1365,0
1366,181757
1367,116103
1368,25797
1369,142493
1370,12509
1371,14322
1372,31126
1373,177158
1374,29788
1375,161120
1376,164211
1377,87959
1378,112433
1379,76339
1380,112591
1381,106384
1382,89985
1383,74065
1384,80872
1385,28191
1386,177158
1387,56715
1388,94666
1389,74273
1390,55564
1391,38360
1392,31927
1393,177158
1394,25399
1395,108333
1396,59814
1397,76599
1398,146227
1399,54897
1400,149308
1401,134522
1402,177158
1403,129833
1404,120905
1405,86016
1406,181757
1407,93773
1408,0
1409,48824
1410,29162
1411,28914
1412,65296
1413,23866
1414,17162
1415,26571
1416,34867
1417,28914
1418,66710
1419,37798
1420,78764
1421,65296
1422,14519
1423,128546
1424,177158
1425,177158
1426,105939
1427,108333
1428,140591
1429,177158
1430,141526
1431,177158
1432,177158
1433,129833
1434,39694
1435,128515
1436,76722
1437,122240
1438,159455
1439,177158
1440,181757
1441,60221
1442,156244
1443,104906
1444,41381
1445,99396
1446,134662
1447,142630
1448,177158
1449,93065
1450,115834
1451,177158
1452,91517
1453,177158
1454,149308
1455,106946
1456,177158
1457,60344
1458,76517
1459,181757
1460,121653
1461,181757
1462,177158
1463,87321
1464,177158
1465,43181
1466,43892
1467,177158
1468,68187
1469,120150
1470,177158
1471,132493
1472,177158
1473,148074
1474,147457
1475,93065
1476,181757
1477,115834
1478,87867
1479,63786
1480,69398
1481,103725
1482,93617
1483,116847
1484,181757
1485,116847
1486,106881
1487,110359
1488,178611
1489,90431
1490,60341
1491,120150
1492,68456
1493,217044
1494,60767
1495,41678
1496,76595
1497,62044
1498,96689
1499,112016
1500,0
1501,177158
1502,136296
1503,140710
1504,51461
1505,177158
1506,183659
1507,75722
1508,58432
1509,77189
1510,40099
1511,72595
1512,40009
1513,0
1514,100408
1515,177158
1516,56970
1517,55626
1518,115932
1519,34706
1520,48466
1521,23790
1522,57788
1523,57937
1524,0
1525,0
1526,157231
1527,48466
1528,95359
1529,32600
1530,39331
1531,121636
1532,68776
1533,81416
1534,26383
1535,60405
1536,53614
1537,56826
1538,132752
1539,57694
1540,41719
1541,25548
1542,26994
1543,37133
1544,100051
1545,49909
1546,37757
1547,0
1548,28530
1549,101227
1550,39694
1551,35610
1552,47530
1553,70485
1554,62561
1555,46541
1556,46108
1557,18179
1558,51461
1559,53508
1560,78764
1561,177158
1562,81899
1563,47428
1564,31478
1565,45150
1566,38374
1567,37943
1568,115325
1569,66634
1570,49008
1571,31636
1572,181757
1573,42741
1574,75243
1575,69167
1576,38709
1577,72966
1578,55950
1579,61008
1580,83790
1581,81809
1582,59837
1583,105289
1584,140591
1585,0
1586,31478
1587,37900
1588,46400
1589,41719
1590,88831
1591,177158
1592,0
1593,44616
1594,49607
1595,59998
1596,37757
1597,27672
1598,25047
1599,181757
1600,93065
1601,79312
1602,177158
1603,71721
1604,177158
1605,63645
1606,177158
1607,90431
1608,55408
1609,42854
1610,126596
1611,177158
1612,36677
1613,60341
1614,217044
1615,33426
1616,51461
1617,0
1618,47390
1619,116257
1620,129431
1621,101901
1622,105288
1623,29958
